1.199999999999999895e-03 3.399999999999999811e-03 4.099999999999999912e-04
5.000000000000000104e-04 4.899999999999999842e-03 3.299999999999999982e-04
3.169999999999999901e-02 2.999999999999999737e-04 1.399999999999999877e-04
1.729999999999999941e-02 3.799999999999999992e-03 3.099999999999999999e-04
3.610000000000000014e-02 2.200000000000000133e-03 4.000000000000000192e-04
2.479999999999999913e-02 4.400000000000000265e-03 2.000000000000000096e-04
9.199999999999999845e-03 2.899999999999999800e-03 3.400000000000000244e-04
3.230000000000000232e-02 3.599999999999999901e-03 1.299999999999999886e-04
1.679999999999999896e-02 2.399999999999999790e-03 2.000000000000000096e-04
1.969999999999999876e-02 3.599999999999999901e-03 1.000000000000000048e-04
1.849999999999999908e-02 3.599999999999999901e-03 2.900000000000000017e-04
2.239999999999999977e-02 4.000000000000000192e-04 1.299999999999999886e-04
2.409999999999999989e-02 8.000000000000000383e-04 4.099999999999999912e-04
1.220000000000000077e-02 3.500000000000000073e-03 4.800000000000000122e-04
4.899999999999999842e-03 1.799999999999999951e-03 2.799999999999999755e-04
2.700000000000000143e-03 3.299999999999999982e-03 2.100000000000000087e-04
2.089999999999999844e-02 1.600000000000000077e-03 3.600000000000000227e-04
3.030000000000000054e-02 3.000000000000000062e-03 1.200000000000000030e-04
1.220000000000000077e-02 4.799999999999999580e-03 1.100000000000000039e-04
1.959999999999999937e-02 4.199999999999999740e-03 3.400000000000000244e-04
4.799999999999999580e-03 5.300000000000000024e-03 1.399999999999999877e-04
3.520000000000000212e-02 3.799999999999999992e-03 3.200000000000000262e-04
7.900000000000000772e-03 4.300000000000000003e-03 1.200000000000000030e-04
3.099999999999999891e-03 2.299999999999999961e-03 3.699999999999999947e-04
1.310000000000000053e-02 5.100000000000000366e-03 4.899999999999999842e-04
3.899999999999999821e-03 1.100000000000000066e-03 3.499999999999999964e-04
5.999999999999999474e-04 5.499999999999999681e-03 1.600000000000000131e-04
3.109999999999999917e-02 2.599999999999999881e-03 1.900000000000000105e-04
7.199999999999999803e-03 4.499999999999999660e-03 1.100000000000000039e-04
4.599999999999999922e-03 2.799999999999999972e-03 4.400000000000000157e-04
3.280000000000000276e-02 1.100000000000000066e-03 3.800000000000000209e-04
3.440000000000000002e-02 4.400000000000000265e-03 1.399999999999999877e-04
5.999999999999999474e-04 8.000000000000000383e-04 1.200000000000000030e-04
2.989999999999999949e-02 1.500000000000000031e-03 2.200000000000000078e-04
3.139999999999999736e-02 1.899999999999999996e-03 4.200000000000000174e-04
3.459999999999999881e-02 1.100000000000000066e-03 3.899999999999999929e-04
2.170000000000000054e-02 5.000000000000000104e-04 1.499999999999999869e-04
1.689999999999999836e-02 4.400000000000000265e-03 1.700000000000000122e-04
1.460000000000000013e-02 3.399999999999999811e-03 2.500000000000000052e-04
1.460000000000000013e-02 4.300000000000000003e-03 1.499999999999999869e-04
2.380000000000000171e-02 4.499999999999999660e-03 1.800000000000000113e-04
3.090000000000000038e-02 1.399999999999999986e-03 1.100000000000000039e-04
8.699999999999999400e-03 5.400000000000000286e-03 1.000000000000000048e-04
2.790000000000000119e-02 6.999999999999999929e-04 4.499999999999999877e-04
1.050000000000000065e-02 3.399999999999999811e-03 3.400000000000000244e-04
2.690000000000000030e-02 4.000000000000000083e-03 4.299999999999999894e-04
2.380000000000000171e-02 2.399999999999999790e-03 2.700000000000000035e-04
3.799999999999999992e-03 2.099999999999999870e-03 1.499999999999999869e-04
2.580000000000000002e-02 4.300000000000000003e-03 3.899999999999999929e-04
7.799999999999999642e-03 5.000000000000000104e-03 2.100000000000000087e-04
9.499999999999999764e-03 4.899999999999999842e-03 2.500000000000000052e-04
3.200000000000000153e-03 5.300000000000000024e-03 3.099999999999999999e-04
1.590000000000000094e-02 1.500000000000000031e-03 2.100000000000000087e-04
1.039999999999999952e-02 5.000000000000000104e-04 1.299999999999999886e-04
2.100000000000000130e-02 4.499999999999999660e-03 2.900000000000000017e-04
3.610000000000000014e-02 1.199999999999999895e-03 4.000000000000000192e-04
3.599999999999999901e-03 3.899999999999999821e-03 2.100000000000000087e-04
5.799999999999999600e-03 4.899999999999999842e-03 2.400000000000000061e-04
2.670000000000000151e-02 1.899999999999999996e-03 3.200000000000000262e-04
8.999999999999999754e-04 1.600000000000000077e-03 1.299999999999999886e-04
1.299999999999999940e-02 3.200000000000000153e-03 1.399999999999999877e-04
2.479999999999999913e-02 3.399999999999999811e-03 3.299999999999999982e-04
3.420000000000000123e-02 3.899999999999999821e-03 1.800000000000000113e-04
3.649999999999999772e-02 4.000000000000000192e-04 2.000000000000000096e-04
